state,issuer,dated_date,series,corp_project,deal_amount,sale_date,first_coupon_date,first_call_date,issue_type,offering_type,security_type,tax_status,bank_qualified,moody_rating,sp_rating,fitch_rating,bond_insurance,lead_manager,paying_agent,deal_id
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,06/14/2023,2023,Partnerships to Uplift Communities Project/Partnerships to Uplift Communities Project,"$21,180,000.00",05/24/2023,08/01/2023,08/01/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,ZIONS BANCORPORATION NA,0x0010357B8D55088E
CA,CALIFORNIA SCH FIN AUTH SCH FAC REV,07/05/2023,2023-B,Value Schools/Value Schools,"$300,000.00",06/09/2023,01/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,BANK OF NEW YORK MELLON TRUST CO NA,0x001035E4446D08E0
CA,CALIFORNIA SCH FIN AUTH SCH FAC REV,07/05/2023,2023-A,Value Schools/Value Schools,"$11,510,000.00",06/09/2023,01/01/2024,07/01/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BBB- / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,BANK OF NEW YORK MELLON TRUST CO NA,0x001035E3446D08E7
CA,CALIFORNIA ST ENTERPRISE DEV AUTH CHARTER SCH REV,06/09/2023,2023,Almond Acres Charter Academy Project/Almond Acres Charter Academy Project,"$3,000,000.00",06/07/2023,09/01/2023,06/09/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x0010357CF86C08C5
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,06/21/2023,2023-B,Valor Education/Valor Education,"$615,000.00",06/09/2023,12/15/2023,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,REGIONS BANK,0x0010355D146D0809
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,06/21/2023,2023-A,Valor Education/Valor Education,"$61,010,000.00",06/09/2023,12/15/2023,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,REGIONS BANK,0x0010355C146D0808
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,06/13/2023,2023,Peace Valley Charter School Project/Peace Valley Charter School Project,"$4,810,000.00",06/09/2023,11/01/2023,05/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x001035683B670819
DE,KENT CNTY DEL REV,06/01/2025,2008-A,Providence Creek Academy Charter School Inc/Providence Creek Academy Charter School Inc,"$4,965,000.00",06/01/2023,07/01/2025,06/01/2023,Bond,Remarketing,REVENUE,US FEDERAL TAXABLE,No,A1 / VMIG 1,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS INC,N/A,0x00100C0030007C50
AZ,MARICOPA CNTY ARIZ INDL DEV AUTH ED REV,06/22/2023,2023-B,Villa Montessori Inc Project/Villa Montessori Inc Project,"$1,865,000.00",06/09/2023,01/01/2024,01/01/2024,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,COMPUTERSHARE TRUST CO NA,0x001035FCC36C087E
AZ,MARICOPA CNTY ARIZ INDL DEV AUTH ED REV,06/22/2023,2023-A,Villa Montessori Inc Project/Villa Montessori Inc Project,"$3,310,000.00",06/09/2023,01/01/2024,07/01/2032,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BBB- / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,COMPUTERSHARE TRUST CO NA,0x001035FBC36C0879
TX,NEW HOPE HIGHER ED FIN CORP TEX ED REV,06/22/2023,2023-B,Compass Academy Charter School Inc/Compass Academy Charter School Inc,"$440,000.00",06/01/2023,02/01/2024,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Baa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,BOKF NA,0x00103576E66208DF
TX,NEW HOPE HIGHER ED FIN CORP TEX ED REV,06/22/2023,2023-A,Compass Academy Charter School Inc/Compass Academy Charter School Inc,"$11,225,000.00",06/01/2023,02/01/2024,08/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,BOKF NA,0x00103575E66208DC
WI,PUBLIC FIN AUTH WIS ED REV,06/07/2023,2023-B,Corvian Community School/Corvian Community School,"$370,000.00",05/25/2023,12/15/2023,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,US BANK TRUST CO NA,0x001035D39E5B083B
WI,PUBLIC FIN AUTH WIS ED REV,06/07/2023,2023-A,Corvian Community School/Corvian Community School,"$19,285,000.00",05/25/2023,12/15/2023,06/15/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,US BANK TRUST CO NA,0x001035D69E5B083E
GA,VALDOSTA-LOWNDES CNTY GA INDL AUTH REV,05/30/2025,2023-2,Scintilla Charter Academy Inc/Scintilla Charter Academy Inc,"$6,235,000.00",05/28/2023,N/A,05/30/2025,Bond,Limited,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,N/A,0x00106A650BA703B0
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,06/29/2023,2023-B,Odyssey Academy Inc/Odyssey Academy Inc,"$1,060,000.00",06/21/2023,02/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,BANK OF NEW YORK MELLON TRUST CO NA,0x001035C5173D08C2
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,06/29/2023,2023-A,Odyssey Academy Inc/Odyssey Academy Inc,"$23,940,000.00",06/21/2023,02/15/2024,02/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,BANK OF NEW YORK MELLON TRUST CO NA,0x001035C4173D08C3
NY,BABYLON L D CORPORATION II,07/27/2023,2023-B,The Academy charter School 2 Project/The Academy charter School 2 Project,"$805,000.00",07/17/2023,02/01/2024,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x001035C377980801
NY,BABYLON L D CORPORATION II,07/27/2023,2023-A,The Academy charter School Project/The Academy charter School Project,"$39,250,000.00",07/17/2023,02/01/2024,02/01/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x001035C177980803
NY,BUILD NYC RESOURCE CORP N Y REV,07/31/2023,2023-B,Unity Preparatory Charter School Of Brooklyn Proj/Unity Preparatory Charter School Of Brooklyn Proj,"$460,000.00",07/18/2023,12/15/2023,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,BANK OF NEW YORK MELLON,0x001035388BA2083C
NY,BUILD NYC RESOURCE CORP N Y REV,07/31/2023,2023-A,Unity Preparatory Charter School Of Brooklyn Proj/Unity Preparatory Charter School Of Brooklyn Proj,"$23,070,000.00",07/18/2023,12/15/2023,06/15/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO,BANK OF NEW YORK MELLON,0x001035378BA20833
MD,MARYLAND ST HEALTH & HIGHER EDL FACS AUTH REV,07/11/2023,2023,Monocacy Montessori Communities Issue/Monocacy Montessori Communities Issue,"$17,140,000.00",06/21/2023,01/01/2024,07/01/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,US BANK TRUST CO NA,0x0010353FF87D0897
TX,NEW HOPE HIGHER ED FIN CORP TEX ED REV,07/12/2023,2023-B,Southwest Prepartory School/Southwest Prepartory School,"$200,000.00",06/29/2023,02/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00103546DB890839
TX,NEW HOPE HIGHER ED FIN CORP TEX ED REV,07/12/2023,2023-A,Southwest Prepartory School/Southwest Prepartory School,"$2,275,000.00",06/29/2023,02/15/2024,08/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00103543DB89083C
PA,PHILADELPHIA PA AUTH FOR INDL DEV CHARTER SCH REV,07/17/2023,2023,Tacony Academy Charter School Project/Tacony Academy Charter School Project,"$32,135,000.00",06/29/2023,12/15/2023,06/15/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,US BANK TRUST CO NA,0x0010352F4B8508CC
GA,VALDOSTA-LOWNDES CNTY GA INDL AUTH REV,06/29/2023,2023-1,Scintilla Charter Academy Inc/Scintilla Charter Academy Inc,"$17,260,000.00",06/27/2023,12/15/2023,06/15/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,WILMINGTON TRUST NA,0x001035C5858308EE
TX,CLIFTON TEX HIGHER ED FIN CORP ED REV,08/09/2023,2023,Yes Prep Public Schools Inc/Yes Prep Public Schools Inc,"$83,220,000.00",07/20/2023,10/01/2023,04/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,HANCOCK WHITNEY BANK,0x001035C3C5A4088F
PA,PHILADELPHIA PA AUTH FOR INDL DEV REVS,08/15/2023,2023-1,Esperanza Academy Charter School Project/Esperanza Academy Charter School Project,"$13,085,000.00",08/11/2023,12/15/2023,12/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,US BANK TRUST CO NA,0x001035E9D9C708DA
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,08/15/2023,2023-B,Quality Education Academy Project/Quality Education Academy Project,"$330,000.00",08/10/2023,01/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035CBF0C708D1
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,08/15/2023,2023-A,Quality Education Academy Project/Quality Education Academy Project,"$11,835,000.00",08/10/2023,01/15/2024,07/15/2033,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035CAF0C708D0
AZ,SIERRA INDUSTRIAL DEVELOPMENT AUTHORITY,08/31/2023,2023,American Leadership Academy Project/American Leadership Academy Project,"$141,505,000.00",08/15/2023,12/15/2023,06/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,UMB BANK NA,0x0010354F18CC08B6
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,08/22/2023,2023-B,Virtus Academy Project/Virtus Academy Project,"$395,000.00",08/08/2023,06/15/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x00103548F1C30857
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,08/22/2023,2023-A,Virtus Academy Project/Virtus Academy Project,"$13,495,000.00",08/08/2023,06/15/2024,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x00103547F1C30858
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,09/28/2023,2023,Trinity Basin Preparatory Inc/Trinity Basin Preparatory Inc,"$106,040,000.00",09/12/2023,08/15/2024,08/15/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,AAA / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,WILMINGTON TRUST NA,0x00103578D2F20875
CA,CALIFORNIA SCHOOL FINANCE AUTHORITY,09/14/2023,2023-B,Pathways to College Project/Pathways to College Project,"$405,000.00",09/11/2023,12/15/2023,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x0010355808CA08B7
CA,CALIFORNIA SCHOOL FINANCE AUTHORITY,09/14/2023,2023-A,Pathways to College Project/Pathways to College Project,"$24,705,000.00",09/11/2023,12/15/2023,06/15/2031,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,UMB BANK NA,0x0010355708CA08B8
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,09/06/2023,2023-B,Imagine School at West Pasco Project/Imagine School at West Pasco Project,"$445,000.00",08/31/2023,12/15/2023,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x00103553FCE40866
FL,CAPITAL TRUST AUTHORITY EDUCATIONAL FACILITIES,09/06/2023,2023-A,Imagine School at West Pasco Project/Imagine School at West Pasco Project,"$29,200,000.00",08/31/2023,12/15/2023,12/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x00103566F5E4085A
CO,COLORADO EDL & CULTURAL FACS AUTH REV,08/31/2023,2023,Loveland Classical Schools Project/Loveland Classical Schools Project,"$5,855,000.00",08/24/2023,01/01/2024,07/01/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,AA / N/A / N/A,N/A / N/A,SBAM,DA DAVIDSON AND CO,UMB BANK NA,0x001035099BDA0865
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,09/07/2023,2023-B,Founders Academy of Las Vegas/Founders Academy of Las Vegas,"$450,000.00",08/23/2023,01/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB- / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,US BANK TRUST CO NA,0x001035C045D6087E
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,09/07/2023,2023-A,Founders Academy of Las Vegas/Founders Academy of Las Vegas,"$14,440,000.00",08/23/2023,01/01/2024,07/01/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB- / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,US BANK TRUST CO NA,0x001035BF45D60801
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,09/13/2023,2023-B,N/A,"$850,000.00",09/13/2023,01/01/2024,N/A,Bond,Negotiated,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x001035BCB5E008C4
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,09/13/2023,2023-A,N/A,"$17,000,000.00",09/13/2023,01/01/2024,N/A,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x001035BBB5E008C3
WI,PUBLIC FIN AUTH WIS ED REV,09/14/2023,2023-B,Pipe Springs Preparatory Academy/Pipe Springs Preparatory Academy,"$400,000.00",09/12/2023,12/15/2023,09/14/2023,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x0010354CFAF20869
WI,PUBLIC FIN AUTH WIS ED REV,09/14/2023,2023-A,Pine Springs Prepartory Academy/Pine Springs Prepartory Academy,"$2,885,000.00",09/12/2023,12/15/2023,09/14/2023,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x0010354BFAF2086E
WI,PUBLIC FIN AUTH WIS ED REV,11/01/2023,2023-A,N/A,"$1,515,000.00",09/12/2023,12/15/2023,12/15/2028,Bond,Private Placement,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x001035B3BFF808D9
WI,PUBLIC FIN AUTH WIS ED REV,01/02/2024,2023-A,N/A,"$1,495,000.00",09/12/2023,06/15/2024,12/15/2028,Bond,Private Placement,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,UMB BANK NA,0x001035B4BFF808DE
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,08/29/2023,2023-B,Global Academy of South Carolina Project/Global Academy of South Carolina Project,"$2,530,000.00",08/24/2023,12/01/2023,06/01/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,US BANK TRUST CO NA,0x001035D4B9DA089A
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,08/29/2023,2023-A,Global Academy of South Carolina Project/Global Academy of South Carolina Project,"$27,840,000.00",08/24/2023,12/01/2023,06/01/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,US BANK TRUST CO NA,0x001035D3B9DA089D
PA,ALLENTOWN COMMERCIAL AND INDUSTRIAL DEVELOPMENT AUTHORITY,10/11/2023,2023,Lincoln Leadership Academy Charter School Project/Lincoln Leadership Academy Charter School Project,"$20,510,000.00",09/28/2023,12/15/2023,06/15/2031,Bond,Limited,LEASE - RENT,US FEDERAL TAX EXEMPT,No,Baa3 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES,N/A,0x001035EFB40D097A
FL,CAPITAL PROJECTS FINANCE AUTHORITY,09/28/2023,2023 B-2,Southwest Charter Foundation Inc/Southwest Charter Foundation Inc,"$5,130,000.00",09/25/2023,06/15/2024,12/15/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x001035D9B709094B
FL,CAPITAL PROJECTS FINANCE AUTHORITY,09/28/2023,2023 A-2,Southwest Charter Foundation Inc Projects/Southwest Charter Foundation Inc Projects,"$27,025,000.00",09/25/2023,06/15/2024,07/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,REGIONS BANK,0x001035D8B709094A
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/04/2023,2023-B,Colorado Skies Academy Project/Colorado Skies Academy Project,"$1,220,000.00",10/02/2023,01/01/2024,07/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035A606140998
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/04/2023,2023-A,Colorado Skies Academy Project/Colorado Skies Academy Project,"$10,595,000.00",10/02/2023,01/01/2024,07/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035A50614099B
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/13/2023,2023 C-1,Pioneer Technology and Arts Academy of Colorado/Pioneer Technology and Arts Academy of Colorado,"$2,000,000.00",10/11/2023,07/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,UMB BANK NA,0x001035A53420099D
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/13/2023,2023-B,Pioneer Technology and Arts Academy of Colorado/Pioneer Technology and Arts Academy of Colorado,"$760,000.00",10/11/2023,01/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,UMB BANK NA,0x00103597332009A8
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/13/2023,2023-A,Pioneer Technology and Arts Academy of Colorado/Pioneer Technology and Arts Academy of Colorado,"$46,510,000.00",10/11/2023,01/01/2024,01/01/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,UMB BANK NA,0x001035CC222009E2
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/13/2023,2023 C-2,Pioneer Technology and Arts Academy of Colorado/Pioneer Technology and Arts Academy of Colorado,"$500,000.00",10/11/2023,07/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RAYMOND JAMES AND ASSOCIATES INC,UMB BANK NA,0x001035A63420099E
FL,FLORIDA DEV FIN CORP EDL FACS REV,10/25/2023,2023-B,Ranaissance Charter School Inc Projects/Ranaissance Charter School Inc Projects,"$500,000.00",10/11/2023,12/15/2023,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,REGIONS BANK,0x001035B1FC210940
FL,FLORIDA DEV FIN CORP EDL FACS REV,10/25/2023,2023-A,Renaissance Charter School Inc Projects/Renaissance Charter School Inc Projects,"$43,540,000.00",10/11/2023,12/15/2023,06/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,HERBERT J SIMS AND CO INC,REGIONS BANK,0x001035B0FC210941
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,10/19/2023,2023-B,White Pine Charter School Project/White Pine Charter School Project,"$1,230,000.00",10/11/2023,05/01/2024,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,ZIONS BANCORPORATION NA,0x00103592EB1F094A
ID,IDAHO HSG & FIN ASSN NONPROFIT FACS REV,10/19/2023,2023-A,White Pine Charter School Project/White Pine Charter School Project,"$14,010,000.00",10/11/2023,05/01/2024,05/01/2031,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Aa2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,ZIONS BANCORPORATION NA,0x00103591EB1F0949
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,09/22/2023,2016-A,Renaissance Secondary School Project/Renaissance Secondary School Project,"$12,210,000.00",09/22/2023,12/01/2023,09/22/2023,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,UMB BANK NA,0x00103565A7F4081B
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,09/29/2023,2023-B,Atlantic Collegiate Academy Project/Atlantic Collegiate Academy Project,"$515,000.00",09/27/2023,06/15/2024,09/29/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x001035E1B40D0974
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,09/29/2023,2023 A-1,Atlantic Collegiate Academy Project/Atlantic Collegiate Academy Project,"$20,755,000.00",09/27/2023,06/15/2024,09/29/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK TRUST CO NA,0x001035E0B40D0975
NY,BUILD NYC RESOURCE CORP N Y REV,11/08/2023,2023-C,South Bronx Charter School for International/South Bronx Charter School for International,"$785,000.00",10/25/2023,04/15/2024,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,B+ / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,BANK OF NEW YORK MELLON,0x001035570335094D
NY,BUILD NYC RESOURCE CORP N Y REV,11/08/2023,2023-B,South Bronx Charter School for International/South Bronx Charter School for International,"$15,990,000.00",10/25/2023,04/15/2024,04/15/2033,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,B+ / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD AND CO INC,BANK OF NEW YORK MELLON,0x0010352129370913
